Código de mesa;Provincia;"Código 
municipio";Municipio;Distrito;Sección;Mesa;Censo;Primer Avance;Segundo Avance;Total Votantes;Votos Nulos;Votos Blanco;Partido;Nº Votos
34-120-6-003-B;PALENCIA;120;PALENCIA;6;3;B;976;246;447;571;8;9;PUM+J;0
34-120-7-003-A;PALENCIA;120;PALENCIA;7;3;A;947;278;485;605;6;6;P.S.O.E.;228
34-120-7-003-A;PALENCIA;120;PALENCIA;7;3;A;947;278;485;605;6;6;PP;166
34-120-7-003-A;PALENCIA;120;PALENCIA;7;3;A;947;278;485;605;6;6;VOX;79
34-120-7-003-A;PALENCIA;120;PALENCIA;7;3;A;947;278;485;605;6;6;Cs;53
34-120-7-003-A;PALENCIA;120;PALENCIA;7;3;A;947;278;485;605;6;6;PODEMOS-IU-AV;37
34-120-7-003-A;PALENCIA;120;PALENCIA;7;3;A;947;278;485;605;6;6;ESPAÑA VACIADA;15
34-120-7-003-A;PALENCIA;120;PALENCIA;7;3;A;947;278;485;605;6;6;PACMA;4
34-120-7-003-A;PALENCIA;120;PALENCIA;7;3;A;947;278;485;605;6;6;PUEDE;4
34-120-7-003-A;PALENCIA;120;PALENCIA;7;3;A;947;278;485;605;6;6;PUM+J;3
34-120-7-003-A;PALENCIA;120;PALENCIA;7;3;A;947;278;485;605;6;6;DESPIERTA;2
34-120-7-003-A;PALENCIA;120;PALENCIA;7;3;A;947;278;485;605;6;6;PCAS-TC-Recortes Cero;2
34-120-7-003-A;PALENCIA;120;PALENCIA;7;3;A;947;278;485;605;6;6;PCTE;0
34-120-7-003-A;PALENCIA;120;PALENCIA;7;3;A;947;278;485;605;6;6;FE de las JONS;0
34-120-7-003-B;PALENCIA;120;PALENCIA;7;3;B;899;302;444;561;4;5;P.S.O.E.;215
34-120-7-003-B;PALENCIA;120;PALENCIA;7;3;B;899;302;444;561;4;5;PP;153
34-120-7-003-B;PALENCIA;120;PALENCIA;7;3;B;899;302;444;561;4;5;VOX;77
34-120-7-003-B;PALENCIA;120;PALENCIA;7;3;B;899;302;444;561;4;5;Cs;45
34-120-7-003-B;PALENCIA;120;PALENCIA;7;3;B;899;302;444;561;4;5;PODEMOS-IU-AV;37
34-120-7-003-B;PALENCIA;120;PALENCIA;7;3;B;899;302;444;561;4;5;ESPAÑA VACIADA;13
34-120-7-003-B;PALENCIA;120;PALENCIA;7;3;B;899;302;444;561;4;5;PACMA;7
34-120-7-003-B;PALENCIA;120;PALENCIA;7;3;B;899;302;444;561;4;5;PUEDE;3
34-120-7-003-B;PALENCIA;120;PALENCIA;7;3;B;899;302;444;561;4;5;PUM+J;2
34-120-7-003-B;PALENCIA;120;PALENCIA;7;3;B;899;302;444;561;4;5;FE de las JONS;0
34-120-7-003-B;PALENCIA;120;PALENCIA;7;3;B;899;302;444;561;4;5;PCAS-TC-Recortes Cero;0
34-120-7-003-B;PALENCIA;120;PALENCIA;7;3;B;899;302;444;561;4;5;PCTE;0
34-120-7-003-B;PALENCIA;120;PALENCIA;7;3;B;899;302;444;561;4;5;DESPIERTA;0
34-120-1-004-U;PALENCIA;120;PALENCIA;1;4;U;753;306;451;527;5;1;PP;197
34-120-1-004-U;PALENCIA;120;PALENCIA;1;4;U;753;306;451;527;5;1;P.S.O.E.;149
34-120-1-004-U;PALENCIA;120;PALENCIA;1;4;U;753;306;451;527;5;1;VOX;111
34-120-1-004-U;PALENCIA;120;PALENCIA;1;4;U;753;306;451;527;5;1;Cs;28
34-120-1-004-U;PALENCIA;120;PALENCIA;1;4;U;753;306;451;527;5;1;ESPAÑA VACIADA;16
34-120-1-004-U;PALENCIA;120;PALENCIA;1;4;U;753;306;451;527;5;1;PODEMOS-IU-AV;15
34-120-1-004-U;PALENCIA;120;PALENCIA;1;4;U;753;306;451;527;5;1;PACMA;1
34-120-1-004-U;PALENCIA;120;PALENCIA;1;4;U;753;306;451;527;5;1;PCAS-TC-Recortes Cero;1
34-120-1-004-U;PALENCIA;120;PALENCIA;1;4;U;753;306;451;527;5;1;PUEDE;1
34-120-1-004-U;PALENCIA;120;PALENCIA;1;4;U;753;306;451;527;5;1;FE de las JONS;1
34-120-1-004-U;PALENCIA;120;PALENCIA;1;4;U;753;306;451;527;5;1;PCTE;1
34-120-1-004-U;PALENCIA;120;PALENCIA;1;4;U;753;306;451;527;5;1;PUM+J;0
34-120-1-004-U;PALENCIA;120;PALENCIA;1;4;U;753;306;451;527;5;1;DESPIERTA;0
34-120-3-004-U;PALENCIA;120;PALENCIA;3;4;U;923;296;503;632;7;7;PP;252
34-120-3-004-U;PALENCIA;120;PALENCIA;3;4;U;923;296;503;632;7;7;P.S.O.E.;154
34-120-3-004-U;PALENCIA;120;PALENCIA;3;4;U;923;296;503;632;7;7;VOX;134
34-120-3-004-U;PALENCIA;120;PALENCIA;3;4;U;923;296;503;632;7;7;Cs;44
34-120-3-004-U;PALENCIA;120;PALENCIA;3;4;U;923;296;503;632;7;7;PODEMOS-IU-AV;20
34-120-3-004-U;PALENCIA;120;PALENCIA;3;4;U;923;296;503;632;7;7;PUM+J;4
34-120-3-004-U;PALENCIA;120;PALENCIA;3;4;U;923;296;503;632;7;7;PACMA;4
34-120-3-004-U;PALENCIA;120;PALENCIA;3;4;U;923;296;503;632;7;7;ESPAÑA VACIADA;3
34-120-3-004-U;PALENCIA;120;PALENCIA;3;4;U;923;296;503;632;7;7;PUEDE;2
34-120-3-004-U;PALENCIA;120;PALENCIA;3;4;U;923;296;503;632;7;7;PCTE;1
34-120-3-004-U;PALENCIA;120;PALENCIA;3;4;U;923;296;503;632;7;7;DESPIERTA;0
34-120-3-004-U;PALENCIA;120;PALENCIA;3;4;U;923;296;503;632;7;7;FE de las JONS;0
34-120-3-004-U;PALENCIA;120;PALENCIA;3;4;U;923;296;503;632;7;7;PCAS-TC-Recortes Cero;0
34-120-4-004-A;PALENCIA;120;PALENCIA;4;4;A;518;196;283;348;7;4;P.S.O.E.;135
34-120-4-004-A;PALENCIA;120;PALENCIA;4;4;A;518;196;283;348;7;4;PP;92
34-120-4-004-A;PALENCIA;120;PALENCIA;4;4;A;518;196;283;348;7;4;VOX;68
34-120-4-004-A;PALENCIA;120;PALENCIA;4;4;A;518;196;283;348;7;4;Cs;25
34-120-4-004-A;PALENCIA;120;PALENCIA;4;4;A;518;196;283;348;7;4;PODEMOS-IU-AV;8
34-120-4-004-A;PALENCIA;120;PALENCIA;4;4;A;518;196;283;348;7;4;ESPAÑA VACIADA;4
34-120-4-004-A;PALENCIA;120;PALENCIA;4;4;A;518;196;283;348;7;4;PCAS-TC-Recortes Cero;3
34-120-4-004-A;PALENCIA;120;PALENCIA;4;4;A;518;196;283;348;7;4;PCTE;1
34-120-4-004-A;PALENCIA;120;PALENCIA;4;4;A;518;196;283;348;7;4;PACMA;1
34-120-4-004-A;PALENCIA;120;PALENCIA;4;4;A;518;196;283;348;7;4;PUEDE;0
34-120-4-004-A;PALENCIA;120;PALENCIA;4;4;A;518;196;283;348;7;4;DESPIERTA;0
34-120-4-004-A;PALENCIA;120;PALENCIA;4;4;A;518;196;283;348;7;4;PUM+J;0
34-120-4-004-A;PALENCIA;120;PALENCIA;4;4;A;518;196;283;348;7;4;FE de las JONS;0
34-120-4-004-B;PALENCIA;120;PALENCIA;4;4;B;473;179;259;338;2;4;P.S.O.E.;148
34-120-4-004-B;PALENCIA;120;PALENCIA;4;4;B;473;179;259;338;2;4;PP;100
34-120-4-004-B;PALENCIA;120;PALENCIA;4;4;B;473;179;259;338;2;4;VOX;47
34-120-4-004-B;PALENCIA;120;PALENCIA;4;4;B;473;179;259;338;2;4;Cs;19
34-120-4-004-B;PALENCIA;120;PALENCIA;4;4;B;473;179;259;338;2;4;PODEMOS-IU-AV;8
34-120-4-004-B;PALENCIA;120;PALENCIA;4;4;B;473;179;259;338;2;4;ESPAÑA VACIADA;7
34-120-4-004-B;PALENCIA;120;PALENCIA;4;4;B;473;179;259;338;2;4;PCAS-TC-Recortes Cero;3
34-120-4-004-B;PALENCIA;120;PALENCIA;4;4;B;473;179;259;338;2;4;PUEDE;0
34-120-4-004-B;PALENCIA;120;PALENCIA;4;4;B;473;179;259;338;2;4;PACMA;0
34-120-4-004-B;PALENCIA;120;PALENCIA;4;4;B;473;179;259;338;2;4;PUM+J;0
34-120-4-004-B;PALENCIA;120;PALENCIA;4;4;B;473;179;259;338;2;4;FE de las JONS;0
34-120-4-004-B;PALENCIA;120;PALENCIA;4;4;B;473;179;259;338;2;4;DESPIERTA;0
34-120-4-004-B;PALENCIA;120;PALENCIA;4;4;B;473;179;259;338;2;4;PCTE;0
34-120-5-004-A;PALENCIA;120;PALENCIA;5;4;A;647;223;330;407;4;0;P.S.O.E.;191
34-120-5-004-A;PALENCIA;120;PALENCIA;5;4;A;647;223;330;407;4;0;PP;96
34-120-5-004-A;PALENCIA;120;PALENCIA;5;4;A;647;223;330;407;4;0;VOX;67
34-120-5-004-A;PALENCIA;120;PALENCIA;5;4;A;647;223;330;407;4;0;Cs;20
34-120-5-004-A;PALENCIA;120;PALENCIA;5;4;A;647;223;330;407;4;0;PODEMOS-IU-AV;17
34-120-5-004-A;PALENCIA;120;PALENCIA;5;4;A;647;223;330;407;4;0;ESPAÑA VACIADA;8
34-120-5-004-A;PALENCIA;120;PALENCIA;5;4;A;647;223;330;407;4;0;PCAS-TC-Recortes Cero;2
34-120-5-004-A;PALENCIA;120;PALENCIA;5;4;A;647;223;330;407;4;0;PACMA;1
34-120-5-004-A;PALENCIA;120;PALENCIA;5;4;A;647;223;330;407;4;0;PUM+J;1
34-120-5-004-A;PALENCIA;120;PALENCIA;5;4;A;647;223;330;407;4;0;FE de las JONS;0
34-120-5-004-A;PALENCIA;120;PALENCIA;5;4;A;647;223;330;407;4;0;DESPIERTA;0
34-120-5-004-A;PALENCIA;120;PALENCIA;5;4;A;647;223;330;407;4;0;PUEDE;0
34-120-5-004-A;PALENCIA;120;PALENCIA;5;4;A;647;223;330;407;4;0;PCTE;0
34-120-5-004-B;PALENCIA;120;PALENCIA;5;4;B;668;230;343;417;4;4;P.S.O.E.;146
34-120-5-004-B;PALENCIA;120;PALENCIA;5;4;B;668;230;343;417;4;4;PP;123
34-120-5-004-B;PALENCIA;120;PALENCIA;5;4;B;668;230;343;417;4;4;VOX;61
34-120-5-004-B;PALENCIA;120;PALENCIA;5;4;B;668;230;343;417;4;4;Cs;32
34-120-5-004-B;PALENCIA;120;PALENCIA;5;4;B;668;230;343;417;4;4;ESPAÑA VACIADA;20
34-120-5-004-B;PALENCIA;120;PALENCIA;5;4;B;668;230;343;417;4;4;PODEMOS-IU-AV;19
34-120-5-004-B;PALENCIA;120;PALENCIA;5;4;B;668;230;343;417;4;4;PCTE;2
34-120-5-004-B;PALENCIA;120;PALENCIA;5;4;B;668;230;343;417;4;4;PCAS-TC-Recortes Cero;2
34-120-5-004-B;PALENCIA;120;PALENCIA;5;4;B;668;230;343;417;4;4;PUM+J;2
34-120-5-004-B;PALENCIA;120;PALENCIA;5;4;B;668;230;343;417;4;4;PACMA;2
34-120-5-004-B;PALENCIA;120;PALENCIA;5;4;B;668;230;343;417;4;4;PUEDE;0
34-120-5-004-B;PALENCIA;120;PALENCIA;5;4;B;668;230;343;417;4;4;FE de las JONS;0
34-120-5-004-B;PALENCIA;120;PALENCIA;5;4;B;668;230;343;417;4;4;DESPIERTA;0
34-120-6-004-A;PALENCIA;120;PALENCIA;6;4;A;942;328;451;561;5;3;P.S.O.E.;274
34-120-6-004-A;PALENCIA;120;PALENCIA;6;4;A;942;328;451;561;5;3;VOX;91
34-120-6-004-A;PALENCIA;120;PALENCIA;6;4;A;942;328;451;561;5;3;PP;90
34-120-6-004-A;PALENCIA;120;PALENCIA;6;4;A;942;328;451;561;5;3;PODEMOS-IU-AV;41
34-120-6-004-A;PALENCIA;120;PALENCIA;6;4;A;942;328;451;561;5;3;Cs;27
34-120-6-004-A;PALENCIA;120;PALENCIA;6;4;A;942;328;451;561;5;3;ESPAÑA VACIADA;18
34-120-6-004-A;PALENCIA;120;PALENCIA;6;4;A;942;328;451;561;5;3;PACMA;5
34-120-6-004-A;PALENCIA;120;PALENCIA;6;4;A;942;328;451;561;5;3;PCAS-TC-Recortes Cero;4
34-120-6-004-A;PALENCIA;120;PALENCIA;6;4;A;942;328;451;561;5;3;PCTE;2
34-120-6-004-A;PALENCIA;120;PALENCIA;6;4;A;942;328;451;561;5;3;PUEDE;1
34-120-6-004-A;PALENCIA;120;PALENCIA;6;4;A;942;328;451;561;5;3;DESPIERTA;0
34-120-6-004-A;PALENCIA;120;PALENCIA;6;4;A;942;328;451;561;5;3;FE de las JONS;0
34-120-6-004-A;PALENCIA;120;PALENCIA;6;4;A;942;328;451;561;5;3;PUM+J;0
34-120-6-004-B;PALENCIA;120;PALENCIA;6;4;B;824;242;375;469;5;6;P.S.O.E.;207
34-120-6-004-B;PALENCIA;120;PALENCIA;6;4;B;824;242;375;469;5;6;VOX;80
34-120-6-004-B;PALENCIA;120;PALENCIA;6;4;B;824;242;375;469;5;6;PP;75
34-120-6-004-B;PALENCIA;120;PALENCIA;6;4;B;824;242;375;469;5;6;PODEMOS-IU-AV;41
34-120-6-004-B;PALENCIA;120;PALENCIA;6;4;B;824;242;375;469;5;6;Cs;29
34-120-6-004-B;PALENCIA;120;PALENCIA;6;4;B;824;242;375;469;5;6;ESPAÑA VACIADA;15
34-120-6-004-B;PALENCIA;120;PALENCIA;6;4;B;824;242;375;469;5;6;PACMA;6
34-120-6-004-B;PALENCIA;120;PALENCIA;6;4;B;824;242;375;469;5;6;PCTE;2
34-120-6-004-B;PALENCIA;120;PALENCIA;6;4;B;824;242;375;469;5;6;PUM+J;1
34-120-6-004-B;PALENCIA;120;PALENCIA;6;4;B;824;242;375;469;5;6;DESPIERTA;1
34-120-6-004-B;PALENCIA;120;PALENCIA;6;4;B;824;242;375;469;5;6;PCAS-TC-Recortes Cero;1
34-120-6-004-B;PALENCIA;120;PALENCIA;6;4;B;824;242;375;469;5;6;FE de las JONS;0
34-120-6-004-B;PALENCIA;120;PALENCIA;6;4;B;824;242;375;469;5;6;PUEDE;0
34-120-7-004-A;PALENCIA;120;PALENCIA;7;4;A;614;236;322;387;3;2;P.S.O.E.;112
34-120-7-004-A;PALENCIA;120;PALENCIA;7;4;A;614;236;322;387;3;2;PP;112
34-120-7-004-A;PALENCIA;120;PALENCIA;7;4;A;614;236;322;387;3;2;VOX;76
34-120-7-004-A;PALENCIA;120;PALENCIA;7;4;A;614;236;322;387;3;2;Cs;36
34-120-7-004-A;PALENCIA;120;PALENCIA;7;4;A;614;236;322;387;3;2;PODEMOS-IU-AV;29
34-120-7-004-A;PALENCIA;120;PALENCIA;7;4;A;614;236;322;387;3;2;ESPAÑA VACIADA;11
34-120-7-004-A;PALENCIA;120;PALENCIA;7;4;A;614;236;322;387;3;2;PACMA;4
34-120-7-004-A;PALENCIA;120;PALENCIA;7;4;A;614;236;322;387;3;2;DESPIERTA;1
34-120-7-004-A;PALENCIA;120;PALENCIA;7;4;A;614;236;322;387;3;2;PUM+J;1
34-120-7-004-A;PALENCIA;120;PALENCIA;7;4;A;614;236;322;387;3;2;FE de las JONS;0
34-120-7-004-A;PALENCIA;120;PALENCIA;7;4;A;614;236;322;387;3;2;PCAS-TC-Recortes Cero;0
34-120-7-004-A;PALENCIA;120;PALENCIA;7;4;A;614;236;322;387;3;2;PCTE;0
34-120-7-004-A;PALENCIA;120;PALENCIA;7;4;A;614;236;322;387;3;2;PUEDE;0
34-120-7-004-B;PALENCIA;120;PALENCIA;7;4;B;725;251;378;462;3;5;P.S.O.E.;149
34-120-7-004-B;PALENCIA;120;PALENCIA;7;4;B;725;251;378;462;3;5;PP;121
34-120-7-004-B;PALENCIA;120;PALENCIA;7;4;B;725;251;378;462;3;5;VOX;100
34-120-7-004-B;PALENCIA;120;PALENCIA;7;4;B;725;251;378;462;3;5;Cs;29
34-120-7-004-B;PALENCIA;120;PALENCIA;7;4;B;725;251;378;462;3;5;PODEMOS-IU-AV;28
34-120-7-004-B;PALENCIA;120;PALENCIA;7;4;B;725;251;378;462;3;5;ESPAÑA VACIADA;16
34-120-7-004-B;PALENCIA;120;PALENCIA;7;4;B;725;251;378;462;3;5;PACMA;4
34-120-7-004-B;PALENCIA;120;PALENCIA;7;4;B;725;251;378;462;3;5;PCAS-TC-Recortes Cero;3
34-120-7-004-B;PALENCIA;120;PALENCIA;7;4;B;725;251;378;462;3;5;PCTE;1
34-120-7-004-B;PALENCIA;120;PALENCIA;7;4;B;725;251;378;462;3;5;PUM+J;1
34-120-7-004-B;PALENCIA;120;PALENCIA;7;4;B;725;251;378;462;3;5;PUEDE;1
34-120-7-004-B;PALENCIA;120;PALENCIA;7;4;B;725;251;378;462;3;5;FE de las JONS;1
34-120-7-004-B;PALENCIA;120;PALENCIA;7;4;B;725;251;378;462;3;5;DESPIERTA;0
34-120-1-005-U;PALENCIA;120;PALENCIA;1;5;U;654;234;323;421;2;7;PP;152
34-120-1-005-U;PALENCIA;120;PALENCIA;1;5;U;654;234;323;421;2;7;P.S.O.E.;123
34-120-1-005-U;PALENCIA;120;PALENCIA;1;5;U;654;234;323;421;2;7;VOX;79
34-120-1-005-U;PALENCIA;120;PALENCIA;1;5;U;654;234;323;421;2;7;PODEMOS-IU-AV;25
34-120-1-005-U;PALENCIA;120;PALENCIA;1;5;U;654;234;323;421;2;7;Cs;25
34-120-1-005-U;PALENCIA;120;PALENCIA;1;5;U;654;234;323;421;2;7;ESPAÑA VACIADA;4
34-120-1-005-U;PALENCIA;120;PALENCIA;1;5;U;654;234;323;421;2;7;PCAS-TC-Recortes Cero;2
34-120-1-005-U;PALENCIA;120;PALENCIA;1;5;U;654;234;323;421;2;7;PACMA;1
34-120-1-005-U;PALENCIA;120;PALENCIA;1;5;U;654;234;323;421;2;7;PUM+J;1
34-120-1-005-U;PALENCIA;120;PALENCIA;1;5;U;654;234;323;421;2;7;FE de las JONS;0
34-120-1-005-U;PALENCIA;120;PALENCIA;1;5;U;654;234;323;421;2;7;PCTE;0
34-120-1-005-U;PALENCIA;120;PALENCIA;1;5;U;654;234;323;421;2;7;DESPIERTA;0
34-120-1-005-U;PALENCIA;120;PALENCIA;1;5;U;654;234;323;421;2;7;PUEDE;0
34-120-3-005-A;PALENCIA;120;PALENCIA;3;5;A;550;218;295;378;0;2;PP;135
34-120-3-005-A;PALENCIA;120;PALENCIA;3;5;A;550;218;295;378;0;2;P.S.O.E.;122
34-120-3-005-A;PALENCIA;120;PALENCIA;3;5;A;550;218;295;378;0;2;VOX;59
34-120-3-005-A;PALENCIA;120;PALENCIA;3;5;A;550;218;295;378;0;2;Cs;29
34-120-3-005-A;PALENCIA;120;PALENCIA;3;5;A;550;218;295;378;0;2;PODEMOS-IU-AV;18
34-120-3-005-A;PALENCIA;120;PALENCIA;3;5;A;550;218;295;378;0;2;ESPAÑA VACIADA;8
34-120-3-005-A;PALENCIA;120;PALENCIA;3;5;A;550;218;295;378;0;2;PUM+J;4
34-120-3-005-A;PALENCIA;120;PALENCIA;3;5;A;550;218;295;378;0;2;PCAS-TC-Recortes Cero;1
34-120-3-005-A;PALENCIA;120;PALENCIA;3;5;A;550;218;295;378;0;2;DESPIERTA;0
34-120-3-005-A;PALENCIA;120;PALENCIA;3;5;A;550;218;295;378;0;2;PACMA;0
34-120-3-005-A;PALENCIA;120;PALENCIA;3;5;A;550;218;295;378;0;2;FE de las JONS;0
34-120-3-005-A;PALENCIA;120;PALENCIA;3;5;A;550;218;295;378;0;2;PCTE;0
34-120-3-005-A;PALENCIA;120;PALENCIA;3;5;A;550;218;295;378;0;2;PUEDE;0
34-120-3-005-B;PALENCIA;120;PALENCIA;3;5;B;541;211;301;376;1;0;P.S.O.E.;147
34-120-3-005-B;PALENCIA;120;PALENCIA;3;5;B;541;211;301;376;1;0;PP;119
34-120-3-005-B;PALENCIA;120;PALENCIA;3;5;B;541;211;301;376;1;0;VOX;62
34-120-3-005-B;PALENCIA;120;PALENCIA;3;5;B;541;211;301;376;1;0;Cs;23
34-120-3-005-B;PALENCIA;120;PALENCIA;3;5;B;541;211;301;376;1;0;PODEMOS-IU-AV;10
34-120-3-005-B;PALENCIA;120;PALENCIA;3;5;B;541;211;301;376;1;0;ESPAÑA VACIADA;9
34-120-3-005-B;PALENCIA;120;PALENCIA;3;5;B;541;211;301;376;1;0;PUM+J;2
34-120-3-005-B;PALENCIA;120;PALENCIA;3;5;B;541;211;301;376;1;0;PACMA;1
34-120-3-005-B;PALENCIA;120;PALENCIA;3;5;B;541;211;301;376;1;0;PCTE;1
34-120-3-005-B;PALENCIA;120;PALENCIA;3;5;B;541;211;301;376;1;0;PCAS-TC-Recortes Cero;1
34-120-3-005-B;PALENCIA;120;PALENCIA;3;5;B;541;211;301;376;1;0;FE de las JONS;0
34-120-3-005-B;PALENCIA;120;PALENCIA;3;5;B;541;211;301;376;1;0;DESPIERTA;0
34-120-3-005-B;PALENCIA;120;PALENCIA;3;5;B;541;211;301;376;1;0;PUEDE;0
34-120-4-005-A;PALENCIA;120;PALENCIA;4;5;A;715;247;371;478;8;7;P.S.O.E.;179
34-120-4-005-A;PALENCIA;120;PALENCIA;4;5;A;715;247;371;478;8;7;PP;119
34-120-4-005-A;PALENCIA;120;PALENCIA;4;5;A;715;247;371;478;8;7;VOX;87
34-120-4-005-A;PALENCIA;120;PALENCIA;4;5;A;715;247;371;478;8;7;Cs;35
34-120-4-005-A;PALENCIA;120;PALENCIA;4;5;A;715;247;371;478;8;7;PODEMOS-IU-AV;24
34-120-4-005-A;PALENCIA;120;PALENCIA;4;5;A;715;247;371;478;8;7;ESPAÑA VACIADA;12
34-120-4-005-A;PALENCIA;120;PALENCIA;4;5;A;715;247;371;478;8;7;PACMA;2
34-120-4-005-A;PALENCIA;120;PALENCIA;4;5;A;715;247;371;478;8;7;PUM+J;2
34-120-4-005-A;PALENCIA;120;PALENCIA;4;5;A;715;247;371;478;8;7;PCAS-TC-Recortes Cero;1
34-120-4-005-A;PALENCIA;120;PALENCIA;4;5;A;715;247;371;478;8;7;PUEDE;1
34-120-4-005-A;PALENCIA;120;PALENCIA;4;5;A;715;247;371;478;8;7;DESPIERTA;1
34-120-4-005-A;PALENCIA;120;PALENCIA;4;5;A;715;247;371;478;8;7;FE de las JONS;0
34-120-4-005-A;PALENCIA;120;PALENCIA;4;5;A;715;247;371;478;8;7;PCTE;0
34-120-4-005-B;PALENCIA;120;PALENCIA;4;5;B;692;220;362;473;6;3;P.S.O.E.;214
34-120-4-005-B;PALENCIA;120;PALENCIA;4;5;B;692;220;362;473;6;3;PP;103
34-120-4-005-B;PALENCIA;120;PALENCIA;4;5;B;692;220;362;473;6;3;VOX;78
34-120-4-005-B;PALENCIA;120;PALENCIA;4;5;B;692;220;362;473;6;3;Cs;34
34-120-4-005-B;PALENCIA;120;PALENCIA;4;5;B;692;220;362;473;6;3;PODEMOS-IU-AV;22
34-120-4-005-B;PALENCIA;120;PALENCIA;4;5;B;692;220;362;473;6;3;ESPAÑA VACIADA;11
34-120-4-005-B;PALENCIA;120;PALENCIA;4;5;B;692;220;362;473;6;3;PACMA;1
34-120-4-005-B;PALENCIA;120;PALENCIA;4;5;B;692;220;362;473;6;3;PUM+J;1
34-120-4-005-B;PALENCIA;120;PALENCIA;4;5;B;692;220;362;473;6;3;DESPIERTA;0
34-120-4-005-B;PALENCIA;120;PALENCIA;4;5;B;692;220;362;473;6;3;PCTE;0
34-120-4-005-B;PALENCIA;120;PALENCIA;4;5;B;692;220;362;473;6;3;FE de las JONS;0
34-120-4-005-B;PALENCIA;120;PALENCIA;4;5;B;692;220;362;473;6;3;PCAS-TC-Recortes Cero;0
34-120-4-005-B;PALENCIA;120;PALENCIA;4;5;B;692;220;362;473;6;3;PUEDE;0
34-120-5-005-A;PALENCIA;120;PALENCIA;5;5;A;603;265;359;433;2;1;P.S.O.E.;194
34-120-5-005-A;PALENCIA;120;PALENCIA;5;5;A;603;265;359;433;2;1;PP;114
34-120-5-005-A;PALENCIA;120;PALENCIA;5;5;A;603;265;359;433;2;1;VOX;54
34-120-5-005-A;PALENCIA;120;PALENCIA;5;5;A;603;265;359;433;2;1;PODEMOS-IU-AV;30
34-120-5-005-A;PALENCIA;120;PALENCIA;5;5;A;603;265;359;433;2;1;Cs;19
34-120-5-005-A;PALENCIA;120;PALENCIA;5;5;A;603;265;359;433;2;1;ESPAÑA VACIADA;10
34-120-5-005-A;PALENCIA;120;PALENCIA;5;5;A;603;265;359;433;2;1;PACMA;3
34-120-5-005-A;PALENCIA;120;PALENCIA;5;5;A;603;265;359;433;2;1;PUM+J;2
34-120-5-005-A;PALENCIA;120;PALENCIA;5;5;A;603;265;359;433;2;1;DESPIERTA;2
34-120-5-005-A;PALENCIA;120;PALENCIA;5;5;A;603;265;359;433;2;1;FE de las JONS;1
34-120-5-005-A;PALENCIA;120;PALENCIA;5;5;A;603;265;359;433;2;1;PCAS-TC-Recortes Cero;1
34-120-5-005-A;PALENCIA;120;PALENCIA;5;5;A;603;265;359;433;2;1;PCTE;0
34-120-5-005-A;PALENCIA;120;PALENCIA;5;5;A;603;265;359;433;2;1;PUEDE;0
34-120-5-005-B;PALENCIA;120;PALENCIA;5;5;B;611;270;356;444;5;8;P.S.O.E.;180
34-120-5-005-B;PALENCIA;120;PALENCIA;5;5;B;611;270;356;444;5;8;PP;124
34-120-5-005-B;PALENCIA;120;PALENCIA;5;5;B;611;270;356;444;5;8;VOX;56
34-120-5-005-B;PALENCIA;120;PALENCIA;5;5;B;611;270;356;444;5;8;PODEMOS-IU-AV;30
34-120-5-005-B;PALENCIA;120;PALENCIA;5;5;B;611;270;356;444;5;8;Cs;22
34-120-5-005-B;PALENCIA;120;PALENCIA;5;5;B;611;270;356;444;5;8;ESPAÑA VACIADA;10
34-120-5-005-B;PALENCIA;120;PALENCIA;5;5;B;611;270;356;444;5;8;PACMA;3
34-120-5-005-B;PALENCIA;120;PALENCIA;5;5;B;611;270;356;444;5;8;PCAS-TC-Recortes Cero;3
34-120-5-005-B;PALENCIA;120;PALENCIA;5;5;B;611;270;356;444;5;8;PUEDE;2
34-120-5-005-B;PALENCIA;120;PALENCIA;5;5;B;611;270;356;444;5;8;DESPIERTA;1
34-120-5-005-B;PALENCIA;120;PALENCIA;5;5;B;611;270;356;444;5;8;PUM+J;0
34-120-5-005-B;PALENCIA;120;PALENCIA;5;5;B;611;270;356;444;5;8;FE de las JONS;0
34-120-5-005-B;PALENCIA;120;PALENCIA;5;5;B;611;270;356;444;5;8;PCTE;0
34-120-7-005-U;PALENCIA;120;PALENCIA;7;5;U;834;304;480;577;6;3;PP;206
34-120-7-005-U;PALENCIA;120;PALENCIA;7;5;U;834;304;480;577;6;3;P.S.O.E.;194
34-120-7-005-U;PALENCIA;120;PALENCIA;7;5;U;834;304;480;577;6;3;VOX;98
34-120-7-005-U;PALENCIA;120;PALENCIA;7;5;U;834;304;480;577;6;3;Cs;30
34-120-7-005-U;PALENCIA;120;PALENCIA;7;5;U;834;304;480;577;6;3;PODEMOS-IU-AV;20
34-120-7-005-U;PALENCIA;120;PALENCIA;7;5;U;834;304;480;577;6;3;ESPAÑA VACIADA;15
34-120-7-005-U;PALENCIA;120;PALENCIA;7;5;U;834;304;480;577;6;3;PUEDE;2
34-120-7-005-U;PALENCIA;120;PALENCIA;7;5;U;834;304;480;577;6;3;PACMA;2
34-120-7-005-U;PALENCIA;120;PALENCIA;7;5;U;834;304;480;577;6;3;PCAS-TC-Recortes Cero;1
34-120-7-005-U;PALENCIA;120;PALENCIA;7;5;U;834;304;480;577;6;3;DESPIERTA;0
34-120-7-005-U;PALENCIA;120;PALENCIA;7;5;U;834;304;480;577;6;3;PCTE;0
